事件guid,规则名称,描述,预警时间,状态,级别
7ac53b29d7424661bfcdcaa41815d6cb,疑似共同地点聚集,进食场所：餐饮业-其他;详细进食地点：湖北省黄冈市武穴市福兴祥餐馆,2019/7/13 3:01,已排除,医院级
a9c942c7533d4d9eab0a5a1ef7c52d67,疑似共同食品聚集,食品名称：烧烤;加工及包装方式：餐饮服务业,2019/9/19 16:12,已排除,区县级
b899e956e7834957a9bb33c7be8e76c5,疑似共同地点聚集,进食场所：其他;详细进食地点：山东省青岛市西海岸新区大村镇理务关村,2019/11/11 12:14,已排除,医院级
84f90c24b61048689fed4f84bbc120d4,疑似共同地点聚集,进食场所：其他;详细进食地点：山东省青岛市西海岸新区大村镇理务关村,2019/12/3 12:16,已排除,医院级
1ab338d3311d42debabf59a2868da2d9,疑似共同地点聚集,进食场所：其他;详细进食地点：山东省青岛市西海岸新区大村镇前王家庄村,2019/12/8 12:16,已排除,医院级
b9f00f42b58f44c78d9da20a25d1611c,疑似共同食品聚集,食品名称：羊肉烩面;加工及包装方式：餐饮服务业,2019/11/16 12:14,已排除,医院级
75879deb4d354390b99ce70c1593ca4e,疑似共同食品聚集,食品名称：混合食品;加工及包装方式：餐饮服务业,2019/10/9 16:12,已排除,医院级
8836a70e23504ff1b55c18c0aed98f8a,疑似共同地点聚集,进食场所：餐饮业-其他;详细进食地点：湖北省武汉市江岸区后湖,2019/10/9 16:12,已排除,医院级
8e1aba697afa425c9be3345a656192a0,疑似共同地点聚集,进食场所：学校食堂;详细进食地点：山东省济南市天桥区美顿配餐,2019/9/28 12:11,已确定,医院级
53423fbf736944879350d07c3ecc5370,疑似共同地点聚集,进食场所：饭店（酒店）;详细进食地点：山东省济南市天桥区龙都宾馆自助餐,2019/8/12 12:08,已确定,医院级
1f917e8219f547ee9a588aa4fc84486f,疑似共同地点聚集,进食场所：饭店（酒店）;详细进食地点：山东省济南市天桥区清河北路壹号蒸鲜,2019/8/9 12:08,已确定,医院级
3f348c2b03464b6ca2f90c66936a7a75,疑似共同地点聚集,进食场所：学校食堂;详细进食地点：山东省济南市天桥区学校食堂,2019/10/10 12:11,已确定,医院级
b475ae5a32a0420686d50c5fb18455dc,疑似共同地点聚集,进食场所：街头食品;详细进食地点：山东省济南市天桥区街头食品,2019/8/1 12:04,已确定,医院级
9c2936b57caa49d2b0807a1fedf1e58f,疑似共同地点聚集,进食场所：街头食品;详细进食地点：山东省济南市历城区街头食品,2019/8/20 16:10,已排除,医院级
dd0face7662649cdbcf0c859205109e9,疑似共同地点聚集,进食场所：学校食堂;详细进食地点：山东省济南市天桥区清河中心幼儿园,2019/11/2 1:13,已确定,医院级
dde2835b24ca42b4a99b0d6c067888fc,疑似共同地点聚集,进食场所：单位食堂;详细进食地点：山东省济南市历城区济南孙村输变电设备有限公司食堂,2019/8/8 16:05,已确定,医院级
cf3293f10e424574be4c50422e706ad7,疑似共同地点聚集,进食场所：学校食堂;详细进食地点：山东省济南市天桥区杏元小学美顿配餐,2019/9/28 12:11,已确定,医院级
ef4f920a8ba248248221fc5340c36ddc,疑似共同地点聚集,进食场所：饭店（酒店）;详细进食地点：山东省济南市历城区汉丽轩烤肉自助,2019/7/30 12:04,已确定,医院级
fbdf52abb09f4b2aa7ddb2c78e0d909e,疑似共同地点聚集,进食场所：单位食堂;详细进食地点：山东省济南市历城区孙村输变电设备有限公司食堂,2019/8/8 16:04,已确定,医院级
7888aa5f1ada4072b776c0bbb9503cf8,疑似共同食品聚集,食品名称：自助餐;加工及包装方式：餐饮服务业,2019/12/5 12:16,已排除,医院级
882da83a850e4857addb48f63166308d,疑似共同食品聚集,食品名称：西兰花;加工及包装方式：餐饮服务业,2019/8/26 16:12,已确定,地市级
02d2f941e4e34502b377f9bea0fa51d3,疑似共同食品聚集,食品名称：虾;加工及包装方式：餐饮服务业,2019/8/26 12:10,已确定,地市级
bd23c8adbcf4407d889a63f4a0f891f8,疑似共同食品聚集,食品名称：扣肉;加工及包装方式：餐饮服务业,2019/8/26 16:12,已确定,地市级
adf4063c1145413d90bf306055e248f0,疑似共同地点聚集,进食场所：饭店（酒店）;详细进食地点：河南省信阳市淮滨县固城乡街道,2019/10/28 12:13,已排除,医院级
b4899835c8a54e298fe942e85863cda8,疑似共同食品聚集,食品品牌：凉拌腐竹;食品名称：凉拌腐竹;加工及包装方式：餐饮服务业,2019/9/4 12:10,已确定,医院级
f2094f8b82414ab0831c3ee33865bac1,疑似共同食品聚集,食品品牌：烧烤羊肉串;食品名称：烧烤羊肉串;加工及包装方式：餐饮服务业,2019/8/6 12:05,已确定,医院级
6ed5ba6e776947e480c6276131c0c614,疑似共同地点聚集,进食场所：街头食品;详细进食地点：山东省东营市东营区上城悦府附近烧烤店,2019/8/6 12:05,已确定,医院级
9ec5e15c00da4983ac705e18eb709532,疑似共同食品聚集,食品品牌：伊利牛奶;食品名称：牛奶;加工及包装方式：预包装,2019/11/6 16:16,已排除,医院级
b93c36873c0f451181c522f325bbd836,疑似共同食品聚集,食品名称：凉菜拼盘;加工及包装方式：餐饮服务业,2019/8/7 12:05,已排除,医院级
da628b27d9874d7a9d6a179369b74cb3,疑似共同地点聚集,进食场所：饭店（酒店）;详细进食地点：河南省洛阳市偃师市府店镇尚哥大盆骨,2019/8/7 12:04,已排除,医院级
eda136f9aae843ba85056952e76db084,疑似共同食品聚集,食品名称：面条;加工及包装方式：餐饮服务业,2019/8/7 12:05,已排除,医院级
6e7db9051b484df29d614de5f57fc1e3,疑似共同食品聚集,食品品牌：牛大骨;食品名称：牛大骨;加工及包装方式：餐饮服务业,2019/8/7 12:05,已排除,医院级
809eed9644a3408a9b06be92457978f3,疑似共同食品聚集,食品品牌：雪花;食品名称：啤酒;加工及包装方式：预包装,2019/8/13 12:10,已排除,医院级
7ebf1ecfe0c54a0b8e2f55bdf07589d2,疑似共同地点聚集,进食场所：餐饮业-其他;详细进食地点：四川省成都市金牛区不详,2019/8/28 16:09,已排除,医院级
73a18b17e5f34608833c321cd7c5ec9a,疑似共同地点聚集,进食场所：餐饮业-其他;详细进食地点：四川省成都市金牛区不详,2019/7/18 3:14,已排除,医院级
6efdbb19a0b14f31b4b58393a8c855d9,疑似共同地点聚集,进食场所：街头食品;详细进食地点：四川省成都市金牛区不详,2019/8/16 1:09,已排除,医院级
5a2d50109ad5486d91743c66487a3667,疑似共同地点聚集,进食场所：餐饮业-其他;详细进食地点：四川省成都市金牛区不详,2019/10/17 16:14,已排除,医院级
173cd35f88904aebbaa463790331d1d0,疑似共同地点聚集,进食场所：餐饮业-其他;详细进食地点：四川省成都市金牛区大厨小味（银河店）,2019/7/30 12:04,已排除,医院级
4033afa2a74d4785b01cd6742232712d,疑似共同地点聚集,进食场所：街头食品;详细进食地点：四川省成都市金牛区不详,2019/12/3 16:16,已排除,医院级
fd2d04bf470b46f490c1e39e998a8c0f,疑似共同食品聚集,食品名称：皮蛋;加工及包装方式：餐饮服务业,2019/7/30 12:04,已排除,医院级
becca91f0ae84c54b20171100625052c,疑似共同地点聚集,进食场所：餐饮业-其他;详细进食地点：四川省成都市金牛区不详,2019/8/12 12:08,已排除,医院级
6e37d511c3844aa08b612036035bea03,横纹肌溶解综合症监测,初步诊断：横纹肌溶解综合征,2019/9/16 12:13,已排除,医院级
b0ffdf687efe48ceabb08346483af8d8,疑似共同地点聚集,进食场所：饭店（酒店）;详细进食地点：辽宁省锦州市太和区饭店,2019/8/19 16:10,已排除,地市级
ad58e35b3e9843d9a9956a04fe56bb78,疑似共同食品聚集,食品品牌：伊利;食品名称：酸奶;加工及包装方式：预包装,2019/10/29 12:13,已排除,医院级
b2f831d802054a6d8887b3d4c05fd669,疑似共同食品聚集,食品品牌：蒙牛;食品名称：纯牛奶;加工及包装方式：预包装,2019/11/24 16:15,已排除,医院级
a080019307b94478ba57f8fb75365784,疑似共同食品聚集,食品品牌：伊利;食品名称：纯牛奶;加工及包装方式：预包装,2019/11/5 12:14,已排除,医院级
d792eb7915ed40209c5631fcd6522ac8,疑似共同食品聚集,食品品牌：伊利;食品名称：纯牛奶;加工及包装方式：预包装,2019/10/22 12:14,已排除,医院级
f036adb1ed5a49b59ee9fe7ebf25c0be,疑似共同食品聚集,食品品牌：伊利;食品名称：纯牛奶;加工及包装方式：预包装,2019/7/11 3:26,已排除,医院级
719f8058543e4d3298d5eacd123dc2c7,疑似共同食品聚集,食品品牌：伊利;食品名称：纯牛奶;加工及包装方式：预包装,2019/9/8 16:11,已排除,医院级
574186ffc68e4cc79ed543e4cfbd7b0a,疑似共同食品聚集,食品品牌：蒙牛;食品名称：纯牛奶;加工及包装方式：预包装,2019/11/14 12:14,已排除,医院级
78e9ad4eb93741399bf3a55296bb1cb1,疑似共同地点聚集,进食场所：街头食品;详细进食地点：山东省临沂市平邑县临涧镇路边摊,2019/8/29 16:10,已排除,医院级
34cb591b5a1a4126b06671ecf4ec3037,疑似共同食品聚集,食品品牌：伊利;食品名称：纯牛奶;加工及包装方式：预包装,2019/8/23 12:10,已排除,医院级
34d0446b40cc4228887f74f9e2d567f1,疑似共同食品聚集,食品品牌：伊利;食品名称：纯牛奶;加工及包装方式：预包装,2019/11/29 12:15,已排除,医院级
1c0b2521787547cc8cf9302524e809bb,疑似共同食品聚集,食品品牌：伊利;食品名称：雪糕;加工及包装方式：预包装,2019/8/23 16:14,已排除,医院级
255e92d515da4095b61825ae23dc06d8,横纹肌溶解综合症监测,初步诊断：横纹肌溶解综合征,2019/12/10 12:19,已排除,医院级
1164febf151a4ad09fad27d0ec830fa8,疑似共同食品聚集,食品品牌：蒙牛;食品名称：纯牛奶;加工及包装方式：预包装,2019/10/25 12:13,已排除,医院级
0dc2e6a2ca3f49ecb6af5f626f7bafc7,疑似共同食品聚集,食品品牌：伊利;食品名称：雪糕;加工及包装方式：预包装,2019/8/25 16:10,已排除,地市级
02abb2faa7f04c42885c62a39aba52c4,疑似共同食品聚集,食品品牌：伊利;食品名称：雪糕;加工及包装方式：预包装,2019/7/22 3:23,已排除,地市级
0935449f10ed45f9a35bcde926c022ed,疑似共同食品聚集,食品品牌：蒙牛;食品名称：雪糕;加工及包装方式：预包装,2019/7/11 3:34,已排除,地市级
079ecb9ec7af4fab829d2e5c5e9a72ac,疑似共同食品聚集,食品名称：老豆腐;加工及包装方式：餐饮服务业,2019/11/2 16:15,已排除,地市级
1fbcf90e48cc434db3df97076688ff67,疑似共同食品聚集,食品品牌：雪花;食品名称：啤酒;加工及包装方式：预包装,2019/7/6 3:24,已排除,地市级
1d53d390da604cf29714289a537f17b7,疑似共同食品聚集,食品名称：豆腐脑;加工及包装方式：餐饮服务业,2019/10/17 12:15,已排除,地市级
13db7c57d31741fcafafb56bedff8634,疑似共同食品聚集,食品品牌：美伦;食品名称：雪糕;加工及包装方式：预包装,2019/8/1 1:05,已排除,地市级
13fd415600034397ab73080fb2636098,疑似共同食品聚集,食品名称：凉皮;加工及包装方式：餐饮服务业,2019/8/29 16:13,已排除,地市级
3864f5b406bf4d199f18ca1e0eb2927d,疑似共同食品聚集,食品名称：羊肉串;加工及包装方式：餐饮服务业,2019/8/17 12:10,已排除,地市级
3690d223d9f64a9d9b57e12d30174df7,疑似共同食品聚集,食品名称：烧鸡;加工及包装方式：餐饮服务业,2019/11/1 1:13,已排除,地市级
4058ec8677994327b3f3a4176422716d,疑似共同食品聚集,食品名称：烤羊肉串;加工及包装方式：餐饮服务业,2019/8/6 12:06,已排除,地市级
4b93c90998c64a1b8e72cdc683dc1276,疑似共同食品聚集,食品名称：油条;加工及包装方式：餐饮服务业,2019/10/29 16:15,已确定,地市级
4996f76fecac40dc85d5e0c5718e4698,疑似共同食品聚集,食品名称：米线;加工及包装方式：餐饮服务业,2019/11/19 12:16,已排除,地市级
7d95f6c143a142c48b3a37e412ad9ef9,疑似共同食品聚集,食品品牌：银麦;食品名称：冰镇啤酒;加工及包装方式：预包装,2019/8/9 12:10,已排除,地市级
7c806e64df46465b8f3d879ff09b99ff,疑似共同食品聚集,食品名称：韭菜包子;加工及包装方式：餐饮服务业,2019/10/11 1:12,已排除,地市级
80e1132f794845348607d4f33fc1032b,疑似共同食品聚集,食品名称：老豆腐;加工及包装方式：餐饮服务业,2019/8/4 1:05,已排除,地市级
90066469c0fe450098b907ce4077162f,疑似共同食品聚集,食品品牌：银麦;食品名称：啤酒;加工及包装方式：预包装,2019/7/2 3:07,已排除,地市级
93cf06c9c4a34d028f3592c37d61505f,疑似共同食品聚集,食品品牌：青岛啤酒;食品名称：啤酒;加工及包装方式：预包装,2019/9/17 16:13,已排除,地市级
5a24b69c00184c0e9b163ef24860ad96,疑似共同食品聚集,食品名称：豆腐脑;加工及包装方式：餐饮服务业,2019/11/8 12:15,已排除,地市级
5b78c8f322b64881bf1f1a7df5953c04,疑似共同食品聚集,食品品牌：雪花;食品名称：啤酒;加工及包装方式：预包装,2019/8/19 12:10,已排除,地市级
55acc06ef8a045cfb079aed981c70cbd,疑似共同食品聚集,食品品牌：君乐宝;食品名称：酸奶;加工及包装方式：预包装,2019/11/8 16:15,已排除,地市级
55bd0474ad5e4154a89bab092bd22257,疑似共同食品聚集,食品名称：包子;加工及包装方式：餐饮服务业,2019/12/30 16:26,已排除,地市级
54a5b8ab405d461e8146a36e2ca1cc64,疑似共同食品聚集,食品名称：老豆腐;加工及包装方式：餐饮服务业,2019/9/6 12:11,已排除,地市级
6f0227385f7c49e6992fd16e2934edcb,疑似共同食品聚集,食品品牌：青岛啤酒;食品名称：冰镇啤酒;加工及包装方式：预包装,2019/8/4 12:06,已排除,地市级
6382271481e84dee81d063f1f7c659a5,疑似共同食品聚集,食品品牌：蒙牛;食品名称：雪糕;加工及包装方式：预包装,2019/8/6 16:09,已排除,地市级
62c3abe2a2da4459859f387c1d8c9169,疑似共同食品聚集,食品品牌：青岛;食品名称：啤酒;加工及包装方式：预包装,2019/6/30 18:13,已确定,地市级
681f4215b53f4e379ceca6212ba0283a,疑似共同食品聚集,食品品牌：崂山;食品名称：冰镇啤酒;加工及包装方式：预包装,2019/8/10 1:09,已排除,地市级
ef4319855d1d4f3e9ecf555676b144c2,疑似共同食品聚集,食品名称：凉皮;加工及包装方式：餐饮服务业,2019/8/7 12:06,已排除,地市级
e6788a1c39b74aecbd4c3a3f96c0d904,疑似共同食品聚集,食品名称：烤羊肉串;加工及包装方式：餐饮服务业,2019/8/20 1:10,已确定,地市级
f8e37bb287544790af9127dba294964b,疑似共同食品聚集,食品名称：猪肉包子;加工及包装方式：餐饮服务业,2019/11/4 12:15,已确定,地市级
ff544b6484024b2f8eedbfdbdbe163a7,疑似共同食品聚集,食品品牌：蒙牛;食品名称：牛奶;加工及包装方式：预包装,2019/11/3 12:15,已排除,地市级
d6d59c079de148d1b59e4b63e062930c,疑似共同食品聚集,食品名称：油条;加工及包装方式：餐饮服务业,2019/11/14 16:16,已排除,地市级
d41b8b58cd7f48dda66ba7b9ecbe53fe,疑似共同食品聚集,食品名称：肉夹馍;加工及包装方式：餐饮服务业,2019/11/14 16:16,已排除,地市级
d2a99a897e694b4ca83421e40a23204a,疑似共同食品聚集,食品名称：凉皮;加工及包装方式：餐饮服务业,2019/7/23 0:12,已排除,地市级
d30910787bbb42ecb9c0753d2f895878,疑似共同食品聚集,食品品牌：崂山啤酒;食品名称：冰镇啤酒;加工及包装方式：预包装,2019/8/4 1:05,已排除,地市级
e0a21bb737d14fc488cb896841b608aa,疑似共同食品聚集,食品品牌：青岛;食品名称：啤酒;加工及包装方式：预包装,2019/11/13 12:15,已排除,地市级
e2db923ece994ab0bd7f3454b0e45d17,疑似共同食品聚集,食品名称：烤羊肉串;加工及包装方式：餐饮服务业,2019/9/13 1:11,已排除,地市级
e171ab70a66741c990ab3c67a5c4dbae,疑似共同食品聚集,食品名称：油条;加工及包装方式：餐饮服务业,2019/9/3 1:11,已排除,地市级
e4a9112ac71245239fd367836fd38c1a,疑似共同食品聚集,食品名称：包子;加工及包装方式：餐饮服务业,2019/10/25 12:14,已排除,地市级
